Charity,Timestamp,id,viewCount,likeCount,favoriteCount,commentCount
Camp Lilac,1739259113.4499023,QD4WF2EvD2I,57,8.0,0,2.0
ReliefAid,1739259113.4499023,PwUxuIlcJf4,235,5.0,0,1.0
Youth With A Mission Hopeland,1739259113.4499023,Sz9dD5w1uCY,55,4.0,0,0.0
Doctors Without Borders,1739259113.4499023,66QRzXghR-0,17,0.0,0,2.0
Animal Charity Evaluators,1739259113.4499023,0jw8LvKMSZo,33,0.0,0,0.0
ReliefAid,1739259113.4499023,yfGHDX0rUWs,106,2.0,0,1.0
Habibi.Works,1739259113.4499023,Nb2KanuAUQM,173,8.0,0,0.0
ReliefAid,1739259113.4499023,rdTxkuSPxD0,137,6.0,0,2.0
Girl Scouts of the USA,1739259113.4499023,1nKaDnTa1Y4,8,0.0,0,
Chattanooga Free Store,1739259113.4499023,nGUz1vSgWsI,29,2.0,0,5.0
Legacy Youth Leadership,1739259113.4499023,19sMrqcuFz4,10,0.0,0,0.0
Legacy Youth Leadership,1739259113.4499023,qVdJZtr_1zs,23,0.0,0,0.0
Chris Wivholm Foundation,1739259113.4499023,BaoTrXPAYE0,36,2.0,0,0.0
Habibi.Works,1739259113.4499023,TysN0anTcHU,66,6.0,0,0.0
Greater Change Foundation,1739259113.4499023,uUgC8hTDw8I,14,1.0,0,1.0
Rainbow Trust Children's Charity,1739259113.4499023,tPuGP8BoKsI,131,5.0,0,2.0
Habibi.Works,1739259113.4499023,Q7aUOh_kf5Y,196,10.0,0,1.0
Seattle Humane Society,1739259113.4499023,CMW6QB-pfdA,40,0.0,0,0.0
Manchester True Collaborative,1739259113.4499023,aTdVVLXPYAc,28,2.0,0,3.0
ReliefAid,1739259113.4499023,dSG6nu4XAPQ,844,53.0,0,1.0
ReliefAid,1739259113.4499023,wGQ2DcycMNs,227,4.0,0,1.0
Herd and Flock Animal Sanctuary,1739259113.4499023,o5mbFcooXIg,14,0.0,0,0.0
Foundation for an Independent Tomorrow (FIT),1739259113.4499023,sabrxrhHND0,6,0.0,0,1.0
"Renesting Project, Inc.",1739259113.4499023,QS3SF_wkSiI,64,6.0,0,4.0
Campaign Against Living Miserably,1739259113.4499023,8IVxR8HOnV8,52,8.0,0,4.0
Habibi.Works,1739259113.4499023,_PCuOnUcDOU,149,6.0,0,0.0
The Trevor Project,1739259113.4499023,zfOIAd-NDfw,19,0.0,0,
St Raphael's Hospice,1739259113.645427,s0XTtDoky1A,28,1.0,0,0.0
The Pet Fund,1739259113.645427,D_2pLO7XNDw,49,5.0,0,4.0
Habibi.Works,1739259113.645427,OvSLHDsNpZ4,180,9.0,0,0.0
APOPO Herorats,1739259113.645427,ZA20UYZ8Gpc,31,6.0,0,3.0
The American Red Cross,1739259113.645427,xDvaO_Keng8,20,0.0,0,0.0
Suubi Teen MOPS Uganda,1739259113.645427,Al22z1VSfBI,202,15.0,0,
Burma Skincare Initiative,1739259113.645427,DThjJNTS41E,14,0.0,0,
Thirst Project,1739259113.645427,lBJ44ywglQI,10,0.0,0,0.0
Mastodon,1739259113.645427,nRJQe18ranQ,58,4.0,0,0.0
Friends of Lackota Animal Sanctuary,1739259113.645427,9rMTQdQG7FA,25,1.0,0,3.0
Survival International,1739259113.645427,byqORhFkrJU,22,1.0,0,0.0
Habibi.Works,1739259113.645427,QxpG88FymGs,134,10.0,0,0.0
Habibi.Works,1739259113.645427,4DPdqkkPTqU,260,18.0,0,0.0
Other People Fund,1739259113.645427,_BocnoTit-0,62,8.0,0,1.0
One Heart Project,1739265049.9916692,yxUFeqwxgug,27,0.0,0,0.0
Soul Bilíngue,1739265049.9916692,2qu2dJYfVQ0,6,0.0,0,0.0
The Savannah Children's Theatre,1739265049.9916692,9jTdIJpIPBM,14,0.0,0,1.0
Puzzle Pieces Squared,1739265049.9916692,nCXYThUOymQ,60,0.0,0,
Sembrando Esperanza (Reforest Ecuador),1739265049.9916692,FPIsg1ZWFrA,4,0.0,0,0.0
Pink Ribbon Good,1739265049.9916692,q-kL8x8KbuU,14,1.0,0,0.0
Haiti Partners,1739265049.9916692,RKZ7JtSBZHs,63,0.0,0,0.0
Mahim Aboli Foundation,1739265049.9916692,grqDjqXmK8g,19,2.0,0,
She's The First,1739265049.9916692,tB4L-S1BFsw,12,1.0,0,1.0
Pamoja Community-Based Organisation,1739265049.9916692,5mYVVoNAdcY,7,0.0,0,0.0
Kindness Begins with Me,1739265049.9916692,elTn8w-jAqk,7,0.0,0,0.0
Animal Wonders,1739265049.9916692,GQUdk1ElX4s,1882,367.0,0,28.0
Earth Hero,1739265049.9916692,AR5F9-9cDJg,16,2.0,0,0.0
People Against Landlord Abuse & Tenant Exploitation,1739265049.9916692,agH6GDy9-vE,93,6.0,0,2.0
National Abortion Federation,1739265049.9916692,KMq_1J3MqkA,36,2.0,0,0.0
Planet Reimagined,1739265049.9916692,iaJ6x5Ep3q0,9,1.0,0,0.0
Viral Vegans,1739265049.9916692,nvHojj_CM5M,30,1.0,0,1.0
THE HOSPICE CASA SPERANTEI FOUNDATION,1739265049.9916692,wxRSNsxmOII,18,1.0,0,0.0
LitShop,1739265049.9916692,SmYuRpnDxU4,15,1.0,0,0.0
Lost-N-Found Youth,1739265049.9916692,4UhTl8ngFbk,27,2.0,0,1.0
Viral Vegans,1739265049.9916692,tqfYLqy1o54,74,,0,4.0
Pamoja Community-Based Organisation,1739265049.9916692,TLH6WHCSj0E,12,2.0,0,0.0
Ocean Conservancy,1739265049.9916692,0AG0TA_UdQg,7,0.0,0,0.0
Veganuary,1739265049.9916692,ecFpndTEC_k,21,1.0,0,0.0
"Batten Disease Support, Research, and Advocacy Foundation",1739265049.9916692,vTuwMCRN9Xc,19,0.0,0,0.0
Queer Camp,1739265049.9916692,isxucovx1pw,33,3.0,0,
Exotic Animals Rescue and Pet Sanctuary,1739265049.9916692,OqwLvEBuPbo,21,1.0,0,0.0
Thirst Project,1739265049.9916692,ltj1huqGaIY,3,0.0,0,0.0
A Cat's Life Rescue,1739265049.9916692,TlJxTgNEaTE,26,1.0,0,0.0
Yoga and Sports for Refugees,1739265049.9916692,lQyP6uls5u0,25,4.0,0,0.0
Archaeology in the Community,1739265049.9916692,V6sIRYU8HME,8,1.0,0,0.0
DOSE Artist Collective,1739265049.9916692,wWz8EAYxxGc,10,0.0,0,0.0
SameSame,1739265049.9916692,kVBUzFZzhXE,6,0.0,0,0.0
Aquatic Life Institute,1739265049.9916692,yF-nJSQNvk8,60,6.0,0,2.0
UNRWA USA,1739265049.9916692,j4PJ4feHUS0,15,2.0,0,3.0
Viral Vegans,1739265049.9916692,LJxx8amBotU,197,34.0,0,1.0
A Moment of Magic Foundation,1739265049.9916692,Lq-WY80j_js,9,1.0,0,
Student Advocacy Center of Michigan,1739265049.9916692,W0hJGlggUT0,15,0.0,0,0.0
"International Fund for Animal Welfare, Inc.",1739265049.9916692,Mpa1JQxU5Is,3,0.0,0,0.0
New Incentives,1739265049.9916692,OqPp6XhG6ak,10,0.0,0,0.0
Camp Fatima of New Jersey,1739265049.9916692,6Y0CEUBB2EY,20,0.0,0,0.0
She's The First,1739265049.9916692,BAZNgpuLI1A,9,1.0,0,1.0
The Humane League,1739265049.9916692,rKyHMBIPD0M,91,3.0,0,0.0
Viral Vegans,1739265049.9916692,G6CDx-S1IVk,13,3.0,0,0.0
Fish Welfare Initiative,1739265049.9916692,86gOwygi7Q4,37,1.0,0,0.0
Animal Advocacy Africa,1739265049.9916692,0NsIM-UsNgk,10,0.0,0,0.0
Global Citizen Adventure Corps,1739265049.9916692,pKSI16X96go,8,0.0,0,0.0
Legacy Youth Leadership,1739265049.9916692,5sFc70TDr4w,8,1.0,0,0.0
Archaeology in the Community,1739265049.9916692,nBFxnDrfpUQ,6,1.0,0,0.0
Vida Plena,1739265049.9916692,_JNMCzqspsY,9,0.0,0,0.0
Family Promise of the Jersey Shore,1739265050.224518,BFKfcpBChyw,4,0.0,0,0.0
Habibi.Works,1739265050.224518,L5UbzlKEqqk,24,0.0,0,0.0
Wings of Rescue,1739265050.224518,in406LTN6tY,24,,0,0.0
Habibi.Works,1739265050.224518,ro7ofJaeD8M,9,1.0,0,0.0
Parkinson's UK,1739265050.224518,8ZtIQ03p1m4,13,0.0,0,0.0
MIND Research Institute,1739265050.224518,ddXf3uOj-3Y,16,0.0,0,0.0
ProVeg International,1739265050.224518,M6-61INs5eo,9,2.0,0,1.0
Art Meets Education,1739265050.224518,BCbI05varXY,16,0.0,0,0.0
EMU International Scholarship Fund,1739265050.224518,XW4vMSMoDVE,31,4.0,0,0.0
International Campaign to Abolish Nuclear Weapons,1739265050.224518,OeUEM5BWuo0,5,0.0,0,0.0
Sprach- und Bildungsförderung SprInt gGmbH,1739265050.224518,mpbzp2akuT8,14,1.0,0,1.0
Campaign Against Living Miserably,1739265050.224518,Xj73Rxg_evA,11,0.0,0,0.0
Bail Project,1739265050.224518,gZTaX9hJ1n4,8,0.0,0,0.0
Palestinian Youth Movement,1739265050.224518,wT9QFBYLG1U,2,0.0,0,0.0
National Abortion Federation,1739265050.224518,JBKKJb_M3CU,8,0.0,0,0.0
National Abortion Federation,1739265050.224518,86OHukSFCB0,9,0.0,0,0.0
War Child,1739265050.224518,JWj86Ul-rSk,67,6.0,0,0.0
ReFOCUS Media Labs,1739265050.224518,X-4_Pv5j7_4,24,3.0,0,0.0
Seacology,1739265050.224518,2lR8QTkqvw4,8,2.0,0,0.0
Cure CLCN6,1739265050.224518,GriWDWSuDoQ,8,1.0,0,1.0
Girls for change Initiative,1739265050.224518,531Csu1WYSg,6,0.0,0,0.0
Small Miracles,1739265050.224518,a1w7YAdqrq0,14,0.0,0,0.0
ASISTA Immigration Assistance,1739265050.224518,8SOhKeKEg-0,4,1.0,0,0.0
Lets Plant e.V.,1739265050.224518,SCKLiE6vbo0,6,0.0,0,0.0
Thirst Project,1739265050.224518,_xs_If6ZYQ8,79,4.0,0,
Hear Your Song,1739265050.224518,pValiVTC_OA,3,0.0,0,0.0
The Friendship Circle,1739265050.224518,VnxvYaHQ5GM,25,2.0,0,0.0
The Starfish Foundation,1739265050.224518,78UdfaoOMUE,18,2.0,0,0.0
Michael J. Fox Foundation,1739265050.224518,OecVeMx8dcQ,21,5.0,0,2.0
Now I Lay Me Down to Sleep,1739265050.224518,EJrwlQRZH3c,33,6.0,0,0.0
Alveus Sanctuary,1739265050.224518,BXpGj9xtuik,8,0.0,0,0.0
LifeSmart Education,1739265050.224518,zFBVCA6EJqI,15,2.0,0,0.0
The J.E.D. Foundation,1739265050.224518,DuzKAoRRrxk,6,0.0,0,0.0
War Child,1739265050.224518,SY8zztFtJi4,5,,0,0.0
cancer research institute,1739265050.224518,u99OyBTLinw,9,2.0,0,0.0
Campaign Against Living Miserably,1739265050.224518,KHG-aeaPE8Y,18,2.0,0,0.0
Gamers Outreach,1739265050.224518,NWSBm9ad50w,37,5.0,0,2.0
"Carabiner Collections, Inc.",1739265050.224518,7y7pwxzGTE0,30,6.0,0,0.0
Puppies Behind Bars,1739265050.224518,Y3fKGOPyC8I,15,6.0,0,0.0
Project Drawdown,1739265050.224518,_-klp4LR0dE,19,3.0,0,
She's The First,1739265050.224518,oXl1ooMdq00,158,3.0,0,1.0
ReliefAid,1739265050.224518,4qHyKYXp9SM,18,1.0,0,0.0
Amigxs Del M.A.R.,1739265050.224518,m_MlSc721Y0,43,9.0,0,
Palomacy Pigeon & Dove Adoptions,1739265050.224518,CtRhyOE6bDA,9,1.0,0,
She's The First,1739265050.224518,OsGeoMijWTE,10,0.0,0,0.0
Legacy Youth Leadership,1739265050.224518,iwbENZeeSd0,23,1.0,0,2.0
United Mitochondrial Disease Foundation,1739265050.224518,UkWbeDkSdwk,14,0.0,0,0.0
National Eating Disorders Association,1739265050.224518,mBy0oNhDaBU,33,4.0,0,0.0
Malala Fund,1739265050.224518,RqAx5SeGT_Y,17,0.0,0,1.0
Communitopia,1739265050.4262311,9FNLoRhAWHg,29,3.0,0,0.0
WaterAid,1739265050.4262311,vaXmiy0ph4Q,24,3.0,0,0.0
Equal Justice Initiative,1739265050.4262311,q2XWX4eGSzk,4,0.0,0,0.0
Limbs for Life,1739265050.4262311,4G6nNGHT2wg,31,2.0,0,0.0
Cosmopolitan Party Foundation,1739265050.4262311,snHhDawECpc,30,1.0,0,0.0
Prison Book Program,1739265050.4262311,LFQHTOF7OP4,11,1.0,0,2.0
Legacy Youth Leadership,1739265050.4262311,nHadd1lvsk0,1270,154.0,0,24.0
She's The First,1739265050.4262311,6gLDG345BYA,8,1.0,0,1.0
Encouraging Women Across All Borders,1739265050.4262311,omk-RAUXtRs,4,0.0,0,0.0
Collaborative Family Healthcare Association,1739265050.4262311,192Sy3VILDk,25,1.0,0,0.0
PCHR,1739265050.4262311,hSYhBJEK2NQ,20,7.0,0,2.0
UNRWA USA,1739265050.4262311,M3r0Q73sfpw,22,7.0,0,2.0
FREE2LUV,1739265050.4262311,vEs8R03-h-8,17,1.0,0,0.0
Disability EmpowHer Network,1739265050.4262311,KaCAFG1oKgI,8,0.0,0,0.0
Prison Book Program,1739265050.4262311,GMIge_zAqRA,18,1.0,0,0.0
The Northwest Hub,1739265050.4262311,r8B00aaAay4,13,1.0,0,1.0
Not Forgotten,1739265050.4262311,tNlmWBTOxtg,12,1.0,0,0.0
ACLU,1739265050.4262311,oZWke0AjPUg,20,0.0,0,
This Star Won't Go Out,1739265050.4262311,cODIZZO9Lpg,44,8.0,0,2.0
Sandy Hook Promise,1739265050.4262311,LT-QblUea78,11,0.0,0,0.0
OpenMRS,1739265050.4262311,9K9ApHfiUF4,86,15.0,0,0.0
Digital4Good x #ICANHELP,1739265050.4262311,5Ws19y7Vi0g,22,3.0,0,0.0
The Superhero Project,1739265050.4262311,ErKhUbOPMRw,4,1.0,0,1.0
Day One,1739265050.4262311,Ftjj7UzVP2Q,18,2.0,0,0.0
Ophelias Place,1739265050.4262311,AbrkoU89LJA,13,1.0,0,1.0
DoSomething.org,1739265050.4262311,M4mbNoNFm7U,46,2.0,0,1.0
Giving What We Can,1739265050.4262311,P-iLbQWwvbU,53,9.0,0,0.0
Scarleteen,1739265050.4262311,uDylAlyOJhQ,38,3.0,0,2.0
She's The First,1739265050.4262311,rZzZhijtWEY,27,3.0,0,2.0
No Means No Worldwide,1739265050.4262311,8xuGqjh2tpE,24,1.0,0,0.0
Literacy for Life,1739265050.4262311,yGDp8HYKOk4,9,0.0,0,0.0
St. Jude Children's Research Hospital,1739265050.4262311,WKDFM9by1AI,5,0.0,0,0.0
NATIONAL LGBTQ TASK FORCE,1739265050.4262311,ZLpPZUcxIhI,62,3.0,0,0.0
American Foundation for Suicide Prevention,1739265050.4262311,8Q4_Os2b4EU,12,1.0,0,0.0
Aquatic Life Institute,1739265050.4262311,yi92iApYedc,13,0.0,0,0.0
LOVEPAWS,1739265050.4262311,C84i_b9UAAU,4,0.0,0,0.0
wellpower,1739265050.4262311,gAl27XrKnPw,14,2.0,0,0.0
Sinergia Animal,1739265050.4262311,GAwnMts_jDk,8,1.0,0,0.0
Thirst Project,1739265050.4262311,d8ctD_IqcTU,8,0.0,0,0.0
Centre for the Governance of AI,1739265050.4262311,Wj6To4Cvkd4,11,0.0,0,0.0
Seacology,1739265050.4262311,IXGbTByySQ4,55,2.0,0,0.0
Tinykittens,1739265050.4262311,LXeWkow-Egs,3,0.0,0,0.0
GLOBAL REFUGE,1739265050.4262311,y3Fer8VD64Q,30,3.0,0,0.0
Animal Sanctuary Aurora,1739265050.4262311,1TfErf1aNSk,16,3.0,0,0.0
Instrument Shop,1739265050.4262311,65TR20LQOLM,51,5.0,0,1.0
Sphinx Academy,1739265050.4262311,GxeY4Tok-iQ,12,1.0,0,0.0
Sentience,1739265050.4262311,L-EHVUn9hSQ,71,8.0,0,1.0
Kafessiz Turkiye,1739265050.4262311,rGWxS6kNc5E,6,0.0,0,0.0
Sinergia Animal,1739265050.4262311,gPVEtZYL1aY,9,0.0,0,0.0
Awakening Recovery,1739265050.4262311,ryvQjhKI7Rk,4,1.0,0,0.0
Mermaids UK,1739265050.6434038,-MViUL06nHw,97,6.0,0,2.0
Time Out Youth,1739265050.6434038,BqrsO-g8Aio,24,3.0,0,3.0
True Colors United,1739265050.6434038,Zloo8G1faCY,22,5.0,0,0.0
Missoula Friends of the Shelter,1739265050.6434038,vCaysaBRCHs,13,1.0,0,1.0
Thirst Project,1739265050.6434038,4ccvi7IN0Xs,11,0.0,0,0.0
Thirst Project,1739265050.6434038,SFMBiOCFX-k,7,0.0,0,0.0
Campaign Against Living Miserably,1739265050.6434038,DonE1m6iQn4,154,17.0,0,0.0
Belong Center,1739265050.6434038,ighOL3KLPpY,5,0.0,0,0.0
Happy Doggo,1739265050.6434038,cgw2zMk5-gc,3889,1087.0,0,46.0
StepUp Greensboro,1739265050.6434038,c-UVDeoy_mI,43,8.0,0,1.0
Palestinian American Community Center,1739265050.6434038,w-kkBaehG8I,31,5.0,0,7.0
Asian American Community Fund of Pennsylvania,1739265050.6434038,QS8KKg9z7iE,32,,0,7.0
Thirst Project,1739265050.6434038,2O54BQ6jQJ8,8,1.0,0,0.0
Mollesnejta,1739265050.6434038,cB_YPlKo4gs,29,7.0,0,0.0
Yoga and Sports for Refugees,1739265050.6434038,FjtvPPwtpZQ,21,4.0,0,1.0
The Social Teahouse Foundation,1739265050.6434038,4DZspjt9FAY,5,0.0,0,0.0
Animal Advocacy Careers,1739265050.6434038,TSCJOuzXWFY,20,0.0,0,0.0
Queer Lexikon e.V.,1739265050.6434038,dOQsMuhRLcw,34,7.0,0,0.0
Habibi.Works,1739265050.6434038,qWkf7V2i9mY,15,1.0,0,0.0
Animal Advocacy Careers,1739265050.6434038,Y6zA69ZtkSw,20,1.0,0,0.0
Habibi.Works,1739265050.6434038,Xs2NpcSP7s8,34,5.0,0,0.0
Legacy Youth Leadership,1739265050.6434038,HIz49A1EwrA,5,0.0,0,0.0
Stichting Heuvelrug Theater,1739265050.6434038,RUDfjOJkzcs,72,5.0,0,0.0
Habibi.Works,1739265050.6434038,FrMh7y1ctWs,51,1.0,0,0.0
Veganuary,1739265050.6434038,xvgmypOM6qQ,100,21.0,0,5.0
A child a dream a future - Un enfant un rêve un avenir,1739265050.6434038,XMSHR2dniI0,20,1.0,0,0.0
Animal Charity Evaluators,1739265050.6434038,0JA_fxAzTd4,21,,0,0.0
Good Food Institute,1739265050.6434038,aM_z8BowHIo,43,3.0,0,0.0
Acceptess-T,1739265050.6434038,-I16aclOG0Q,29,2.0,0,0.0
She's The First,1739265050.6434038,aO6fEnTv0C4,11,1.0,0,0.0
Kick it for Cancer,1739265050.6434038,g9sabU5xzuQ,16,1.0,0,
Veganuary,1739265050.6434038,oe21KLKup40,12,0.0,0,0.0
Veganuary,1739265050.6434038,BFgOot11A3Q,88,20.0,0,4.0
Campaign Against Living Miserably,1739265050.6434038,BShcMtCXyHE,761,149.0,0,11.0
Faunalytics,1739265050.6434038,RpQtut7rbVg,28,6.0,0,0.0
Faunalytics,1739265050.6434038,AXuKLzEzYB8,37,6.0,0,0.0
Good Food Institute,1739265050.6434038,PBDU33b5NnI,25,5.0,0,0.0
ACTRA,1739265050.6434038,k5Xxtw4bPcY,25,3.0,0,0.0
Children Change Colombia,1739265050.6434038,Ctdgg3f_fz4,31,4.0,0,0.0
Access to Medicines Initiative,1739265050.6434038,s7pclN8h2Qs,15,4.0,0,0.0
Good Food Institute,1739265050.6434038,mufXVHo5wZU,10,1.0,0,0.0
GiveDirectly,1739265050.6434038,BDy5M1IxNB4,4,1.0,0,0.0
Lead Exposure Elimination Project,1739265050.6434038,7lIC7MuGFEw,10,1.0,0,1.0
Children's Future International,1739265050.6434038,yDW9Cpgyddc,12,4.0,0,0.0
International Campaign to Abolish Nuclear Weapons,1739265050.6434038,lmerP2002FY,6,1.0,0,0.0
She's The First,1739265050.6434038,BUWGU6agTw4,20,2.0,0,0.0
Friends of Rescue Animals,1739265050.6434038,ifU_B2YXHFE,10,0.0,0,0.0
Midtown Greenway Coalition,1739265050.6434038,M56fqbPtUo8,8,0.0,0,0.0
Prescription Joy,1739265050.6434038,yaf8XK005IM,7,1.0,0,0.0
Giving What We Can,1739265050.6434038,JX4lMoT4AuU,190,29.0,0,1.0
New Roots Institute,1739265050.8863306,fhYG-T3q1HU,42,8.0,0,0.0
Meals For Unity,1739265050.8863306,mBJBXn3R_no,18,0.0,0,1.0
Global Changemakers,1739265050.8863306,Ujj1j2HrwOU,6,0.0,0,0.0
Kids of Hope School,1739265050.8863306,2m27ea0sAHY,104,4.0,0,
Ecology Project International,1739265050.8863306,TOnKSdt9ud8,8,0.0,0,0.0
Ecology Project International,1739265050.8863306,nWZy5k-J9Es,8,0.0,0,0.0
Ecology Project International,1739265050.8863306,A0Yl33PFKNQ,10,0.0,0,0.0
Ecology Project International,1739265050.8863306,c22X8uQRtes,9,0.0,0,0.0
Ecology Project International,1739265050.8863306,JRyE4PsuCw8,7,0.0,0,0.0
Ecology Project International,1739265050.8863306,bX6KROrdwP4,9,0.0,0,0.0
Autistica,1739265050.8863306,QFXb-CWH_IQ,10,0.0,0,0.0
Ecology Project International,1739265050.8863306,NgSEsKLD4BM,11,0.0,0,0.0
Ecology Project International,1739265050.8863306,0fsNrPG2hD0,6,0.0,0,0.0
Ecology Project International,1739265050.8863306,JnU4-CI9kms,15,0.0,0,0.0
Ecology Project International,1739265050.8863306,67QRqAZO3tQ,7,0.0,0,0.0
Ecology Project International,1739265050.8863306,71zfUyZ5d44,7,0.0,0,0.0
Ecology Project International,1739265050.8863306,ZECA6HZb9lk,10,0.0,0,0.0
Ecology Project International,1739265050.8863306,u09kmWZt0pw,13,2.0,0,0.0
Campaign Against Living Miserably,1739265050.8863306,d5QYP6Kvs78,53,1.0,0,1.0
Big Sky Youth Empowerment,1739265050.8863306,cP8moqTRNN8,8,0.0,0,0.0
Aquatic Life Institute,1739265050.8863306,csnKW74g6Mo,26,3.0,0,0.0
Underdog Animal Rescue and Rehab,1739265050.8863306,qxxKtXsvXi8,12,0.0,0,0.0
Prison Book Program,1739265050.8863306,TNbai9ilZys,28,2.0,0,2.0
ReliefAid,1739265050.8863306,yMPnTHj220k,170,4.0,0,0.0
TB Alliance,1739265050.8863306,Bxxdh9F4HPg,5,1.0,0,0.0
Fistula Foundation,1739265050.8863306,cLqCBcY6Quc,18,1.0,0,0.0
Legacy Youth Leadership,1739265050.8863306,kF_ZoD5B8zI,752,118.0,0,15.0
Autistica,1739265050.8863306,VBH5UbYV7cs,14,1.0,0,0.0
She's The First,1739265050.8863306,j7nQxGK4RVg,841,174.0,0,13.0
PauseAI,1739265050.8863306,qOD05tpGcGA,31,4.0,0,0.0
selfm-aid,1739265050.8863306,Bdes9ZFx8BE,42,0.0,0,0.0
Wild Animal Initiative,1739265050.8863306,c46nRss4H1Y,70,8.0,0,1.0
Autistica,1739265050.8863306,iOMXZVYPl9M,20,1.0,0,1.0
RiseBoro Community Partnership,1739265050.8863306,FU3VUqmYqdM,32,2.0,0,0.0
Fungi Foundation,1739265050.8863306,F_aht8V1krw,11,0.0,0,1.0
ACLU,1739265050.8863306,iQFKTACdM84,129,4.0,0,0.0
selfm-aid,1739265050.8863306,AMCz9k5-jNs,19,0.0,0,0.0
Veganuary,1739265050.8863306,Jvb_ZGh_5WY,142,24.0,0,3.0
She's The First,1739265050.8863306,R5qSZOJn5kM,33,8.0,0,
Blood Cancer UK,1739265050.8863306,5GhkSMmOhKk,4,0.0,0,0.0
Autistica,1739265050.8863306,PAsUZmI8O0I,11,2.0,0,1.0
Teens4TeensHelp,1739265050.8863306,-45YVcHLzzk,25,0.0,0,0.0
Legacy Youth Leadership,1739265050.8863306,Sr_1VkhfTcI,16,1.0,0,0.0
Animal Equality,1739265050.8863306,1i4wZa4rrsQ,641,73.0,0,12.0
Autistica,1739265050.8863306,UXwO7XCYFjA,15,2.0,0,1.0
This Star Won't Go Out,1739265050.8863306,SYCLLYiDVzs,8,1.0,0,0.0
Legacy Youth Leadership,1739265050.8863306,iyRppvr16MU,8,1.0,0,0.0
"Safe To Be, Inc.",1739265050.8863306,vgjQMk0sZr0,21,1.0,0,1.0
Kate's Club,1739265050.8863306,G7SirW6ZLcY,54,11.0,0,0.0
Misfits Rehab,1739265050.8863306,Bk1KmdUb6rA,23,0.0,0,0.0
Kindness Begins with Me,1739265051.1077366,nYF_0PClM98,10,0.0,0,0.0
Habibi.Works,1739265051.1077366,UXsQugFHDXQ,169,5.0,0,0.0
Queer Liberation Library,1739265051.1077366,itcYvJI89a4,48,7.0,0,3.0
Furkids Animal Rescue & Shelters,1739265051.1077366,Uqrb0oGg6wc,11,0.0,0,0.0
On The Move Art Studio,1739265051.1077366,mVF1XB2Kcow,12,1.0,0,1.0
NephCure Kidney International,1739265051.1077366,yFpYHMxivrU,12,1.0,0,4.0
ProVeg International,1739265051.1077366,UW16EnO2-Hk,92,4.0,0,0.0
Squires Empowering Young Dads,1739265051.1077366,oU8T0-BTdB0,28,2.0,0,1.0
World Central Kitchen,1739265051.1077366,xrpsNmqPOJ8,43,4.0,0,3.0
Give Kids the World,1739265051.1077366,x1jvIn5SImc,19,0.0,0,0.0
Centre for the Governance of AI,1739265051.1077366,nrOgoyPoysg,15,2.0,0,0.0
Spiro,1739265051.1077366,Gf1yNKRN6m8,35,5.0,0,3.0
Against Malaria Foundation,1739265051.1077366,ojnCQES1X5w,18,1.0,0,1.0
Missoula Urban Demonstration Project (MUD),1739265051.1077366,bs0PK85S0nQ,16,1.0,0,0.0
Legacy Youth Leadership,1739265051.1077366,PE-X9Q2PmVw,37,1.0,0,0.0
American Humane Society,1739265051.1077366,9scCrzOLRQo,170,11.0,0,3.0
Associação Auxílio e Amizade (Aid & Friendship Association),1739265051.1077366,4iIaphydDE8,88,8.0,0,6.0
Teens4TeensHelp,1739265051.1077366,UijfbnqE5Yc,34,1.0,0,
Habibi.Works,1739265051.1077366,bp8YFv0L1qw,145,14.0,0,0.0
Legacy Youth Leadership,1739265051.1077366,mg9iKHCNMjI,9,0.0,0,0.0
Barefoot Shakespeare Company,1739265051.1077366,2aOSsO4xUls,8,1.0,0,2.0
Sustainability Matters,1739265051.1077366,4P419a8MFd4,135,10.0,0,1.0
She's The First,1739265051.1077366,hmiZHeuyJmQ,36,3.0,0,3.0
Camp Lilac,1739265051.1077366,QD4WF2EvD2I,57,8.0,0,2.0
ReliefAid,1739265051.1077366,PwUxuIlcJf4,235,5.0,0,1.0
Youth With A Mission Hopeland,1739265051.1077366,Sz9dD5w1uCY,55,4.0,0,0.0
Doctors Without Borders,1739265051.1077366,66QRzXghR-0,17,0.0,0,2.0
Animal Charity Evaluators,1739265051.1077366,0jw8LvKMSZo,33,0.0,0,0.0
ReliefAid,1739265051.1077366,yfGHDX0rUWs,106,2.0,0,1.0
Habibi.Works,1739265051.1077366,Nb2KanuAUQM,173,8.0,0,0.0
ReliefAid,1739265051.1077366,rdTxkuSPxD0,137,6.0,0,2.0
Girl Scouts of the USA,1739265051.1077366,1nKaDnTa1Y4,8,0.0,0,
Chattanooga Free Store,1739265051.1077366,nGUz1vSgWsI,29,2.0,0,5.0
Legacy Youth Leadership,1739265051.1077366,19sMrqcuFz4,10,0.0,0,0.0
Legacy Youth Leadership,1739265051.1077366,qVdJZtr_1zs,23,0.0,0,0.0
Chris Wivholm Foundation,1739265051.1077366,BaoTrXPAYE0,36,2.0,0,0.0
Habibi.Works,1739265051.1077366,TysN0anTcHU,66,6.0,0,0.0
Greater Change Foundation,1739265051.1077366,uUgC8hTDw8I,14,1.0,0,1.0
Rainbow Trust Children's Charity,1739265051.1077366,tPuGP8BoKsI,131,5.0,0,2.0
Habibi.Works,1739265051.1077366,Q7aUOh_kf5Y,196,10.0,0,1.0
